zona,area_quartos,enderecos_lista,aluguel
sul,69 m² construídos2 quartos,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.468
sul,45 m² construídos1 quarto,"Rua Cruz E Souza, Aclimação, São Paulo Zona Sul, São Paulo",1.980
sul,80 m² construídos2 quartos,"Rua Paracatu, Parque Imperial, São Paulo Zona Sul, São Paulo",1.648
sul,20 m² construídos1 quarto,"Rua Piranchin, Santo Amaro, São Paulo Zona Sul, São Paulo",980
sul,70 m² construídos1 quarto,"Rua Iliria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1.300
sul,110 m² construídos2 quartos,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",3.468
sul,35 m² construídos1 quarto,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.575
sul,65 m² construídos2 quartos,"Avenida Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",2.310
sul,52 m² construídos1 quarto,"Rua Itaipu, Mirandópolis, São Paulo Zona Sul, São Paulo",1.900
sul,56 m² construídos2 quartos,"Rua José Da Silva Ribeiro, Vila Andrade, São Paulo Zona Sul, São Paulo",1.995
sul,140 m² construídos3 quartos,"Rua Emboabas, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3.690
sul,56 m² construídos2 quartos,"Rua Dom Vilares, Vila Das Mercês, São Paulo Zona Sul, São Paulo",2.060
sul,48 m² construídos1 quarto,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.300
sul,70 m² construídos2 quartos,"Rua Doutor Sodre, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4.900
sul,144 m² construídos4 quartos,"Rua Leonardo Cerveira Varandas, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",4.800
sul,33 m² construídos1 quarto,"Rua Machado De Assis, Vila Mariana, São Paulo Zona Sul, São Paulo",3.549
sul,69 m² construídos2 quartos,"Rua Nossa Senhora Da Saude, Vila Das Mercês, São Paulo Zona Sul, São Paulo",1.800
sul,258 m² construídos4 quartos,"Rua Barão Do Triunfo, Brooklin Paulista, São Paulo Zona Sul, São Paulo",15.000
sul,24 m² construídos1 quarto,"Rua Quatá, Vila Olímpia, São Paulo Zona Sul, São Paulo",2.750
sul,33 m² construídos1 quarto,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",1.850
sul,95 m² construídos3 quartos,"Rua Bacaetava, Vila Gertrudes, São Paulo Zona Sul, São Paulo",6.500
sul,60 m² construídos3 quartos,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.500
sul,75 m² construídos2 quartos,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",2.600
sul,86 m² construídos2 quartos,"Rua Apeninos, Aclimação, São Paulo Zona Sul, São Paulo",2.415
sul,48 m² construídos1 quarto,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",3.300
sul,30 m² construídos1 quarto,"Rua Professor Guilherme Belfort Sabino, Campininha, São Paulo Zona Sul, São Paulo",1.400
sul,45 m² construídos1 quarto,"Rua Gabriele Dannunzio, Campo Belo, São Paulo Zona Sul, São Paulo",2.900
sul,29 m² construídos1 quarto,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",2.200
sul,70 m² construídos2 quartos,"Rua Bento Branco De Andrade Filho, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",3.100
sul,24 m² construídos1 quarto,"Rua Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.500
sul,35 m² construídos1 quarto,"Rua César Vallejo, Real Parque, São Paulo Zona Sul, São Paulo",2.826
sul,140 m² construídos3 quartos,"Rua Boqueirão, Saúde, São Paulo Zona Sul, São Paulo",2.413
sul,330 m² construídos4 quartos,"Rua Doutor Chibata Miyakoshi, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",2.800
sul,48 m² construídos1 quarto,"Rua Charles Spencer Chaplin, Vila Andrade, São Paulo Zona Sul, São Paulo",2.700
sul,178 m² construídos3 quartos,"Rua Doutor José Estefno, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",4.580
sul,110 m² construídos3 quartos,"Rua Jocelyn Bennaton - Vila Nova Caledonia, Vila Nova Caledônia, São Paulo Zona Sul, São Paulo",3.100
sul,95 m² construídos3 quartos,"Rua Da Paz 1313, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",3.021
sul,60 m² construídos2 quartos,"Rua Dom Bernardo Nogueira, Vila Gumercindo, São Paulo Zona Sul, São Paulo",2.500
sul,50 m² construídos1 quarto,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",1.650
sul,45 m² construídos1 quarto,"Rua Jaques Félix, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",5.350
sul,68 m² construídos1 quarto,"Rua Maestro Elias Lobo, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.415
sul,165 m² construídos3 quartos,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",7.200
sul,125 m² construídos3 quartos,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.490
sul,150 m² construídos5 quartos,"Avenida Eugênio Bartolomai, Jardim Santa Helena, São Paulo Zona Sul, São Paulo",3.800
sul,65 m² construídos2 quartos,"Rua Ibituruna, Parque Imperial, São Paulo Zona Sul, São Paulo",2.800
sul,36 m² construídos1 quarto,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",1.900
sul,90 m² construídos2 quartos,"Rua Potunduva, Vila Mariana, São Paulo Zona Sul, São Paulo",1.600
sul,157 m² construídos3 quartos,"Alameda Dos Araés, Planalto Paulista, São Paulo Zona Sul, São Paulo",8.000
sul,31 m² construídos1 quarto,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",1.960
sul,80 m² construídos3 quartos,"Rua Doutor Mario Vicente, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",2.000
sul,50 m² construídos2 quartos,"Avenida Doutor Silva Melo, Jardim Taquaral, São Paulo Zona Sul, São Paulo",2.550
sul,67 m² construídos3 quartos,"Rua Dos Buritis, Jardim Oriental, São Paulo Zona Sul, São Paulo",1.900
sul,50 m² construídos2 quartos,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",1.522
sul,93 m² construídos2 quartos,"Rua Marcos Portugal, Vila Nair, São Paulo Zona Sul, São Paulo",5.900
sul,85 m² construídos3 quartos,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",2.200
sul,23 m² construídos1 quarto,"Rua Comendador João Gabriel, Mirandópolis, São Paulo Zona Sul, São Paulo",1.420
sul,90 m² construídos3 quartos,"Avenida Interlagos, Jardim Marajoara, São Paulo Zona Sul, São Paulo",2.448
sul,40 m² construídos1 quarto,"Rua Acarape, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2.400
sul,81 m² construídos2 quartos,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",6.600
sul,55 m² construídos2 quartos,"Rua Tenente Ubirajara Monory, Jabaquara, São Paulo Zona Sul, São Paulo",1.890
sul,40 m² construídos1 quarto,"Rua Maria Aparecida Pinto, Vila Constança, São Paulo Zona Sul, São Paulo",960
sul,43 m² construídos1 quarto,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.100
sul,60 m² construídos2 quartos,"Rua Vieira De Morais, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.950
sul,107 m² construídos3 quartos,"Rua Jacurici, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.500
sul,95 m² construídos2 quartos,"Rua Dr. Rubens Gomes Bueno, Várzea De Baixo, São Paulo Zona Sul, São Paulo",4.000
sul,97 m² construídos2 quartos,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.200
sul,33 m² construídos1 quarto,"Rua Gama Cerqueira, Cambuci, São Paulo Zona Sul, São Paulo",1.650
sul,35 m² construídos1 quarto,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",3.000
sul,93 m² construídos2 quartos,"Rua Helena, Vila Olímpia, São Paulo Zona Sul, São Paulo",8.100
sul,65 m² construídos3 quartos,"Rua Ipiranga, Campo Belo, São Paulo Zona Sul, São Paulo",2.188
sul,110 m² construídos3 quartos,"Avenida Nove De Julho, Jardim Paulista, São Paulo Zona Sul, São Paulo",4.646
sul,84 m² construídos3 quartos,"Rua Kansas, Brooklin Paulista, São Paulo Zona Sul, São Paulo",6.000
sul,156 m² construídos3 quartos,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",10.000
sul,37 m² construídos1 quarto,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",1.955
sul,55 m² construídos1 quarto,"Rua Doutor Eduardo De Souza Aranha, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4.300
sul,50 m² construídos1 quarto,"Rua Bela Cintra, Cidade Júlia, São Paulo Zona Sul, São Paulo",2.500
sul,82 m² construídos2 quartos,"Avenida Jacutinga, Indianópolis, São Paulo Zona Sul, São Paulo",3.200
sul,143 m² construídos3 quartos,"Rua Nicola Rollo, Vila Andrade, São Paulo Zona Sul, São Paulo",6.000
sul,73 m² construídos2 quartos,"Rua Lord Cockrane, Ipiranga, São Paulo Zona Sul, São Paulo",1.800
sul,105 m² construídos3 quartos,"Rua Francisco Pessoa, Vila Andrade, São Paulo Zona Sul, São Paulo",3.570
sul,92 m² construídos3 quartos,"Rua Vergueiro, Vila Mariana, São Paulo Zona Sul, São Paulo",3.605
sul,50 m² construídos1 quarto,"Rua General Gastão Goulart, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1.080
sul,80 m² construídos1 quarto,"Rua Machado De Assis, Vila Mariana, São Paulo Zona Sul, São Paulo",2.700
sul,90 m² construídos1 quarto,"Rua Ilíria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1.200
sul,78 m² construídos3 quartos,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",2.550
sul,60 m² construídos2 quartos,"Rua Do Cristal 59/62, Vila Mariana, São Paulo Zona Sul, São Paulo",2.200
sul,45 m² construídos1 quarto,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",2.800
sul,70 m² construídos3 quartos,"Rua Geraldo De Mendonça Mello, Vila Isa, São Paulo Zona Sul, São Paulo",2.500
sul,87 m² construídos3 quartos,"R. Borba Gato, Santo Amaro, São Paulo Zona Sul, São Paulo",4.500
sul,60 m² construídos1 quarto,"Rua Professor Aprígio Gonzaga, São Judas, São Paulo Zona Sul, São Paulo",1.340
sul,88 m² construídos2 quartos,"Rua Viradouro, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.200
sul,49 m² construídos1 quarto,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",1.950
sul,60 m² construídos2 quartos,"Rua Doutor Ruy De Azevedo Sodré, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",3.000
sul,60 m² construídos2 quartos,"Rua Paulo Bregaro, Vila Monumento, São Paulo Zona Sul, São Paulo",1.957
sul,274 m² construídos4 quartos,"Rua Arcipreste Ezequias, Vila São José, São Paulo Zona Sul, São Paulo",4.500
sul,164 m² construídos4 quartos,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",5.500
sul,92 m² construídos2 quartos,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",2.500
sul,36 m² construídos1 quarto,"Rua Gabriele Dannunzio, Campo Belo, São Paulo Zona Sul, São Paulo",3.100
sul,50 m² construídos1 quarto,"Rua Ilíria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1.400
sul,44 m² construídos1 quarto,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",2.800
sul,100 m² construídos3 quartos,"Rua Vapabussu, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",3.162
sul,80 m² construídos3 quartos,"Rua Cassuarinas, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",3.060
sul,30 m² construídos1 quarto,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.060
sul,90 m² construídos2 quartos,"Rua Otávio Nébias, Paraíso, São Paulo Zona Sul, São Paulo",2.800
sul,140 m² construídos2 quartos,"Rua João Cachoeira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",15.000
sul,80 m² construídos2 quartos,"Rua Domingo De Soto, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",1.900
sul,106 m² construídos3 quartos,"Avenida Ramalho Ortigão, Vila Gumercindo, São Paulo Zona Sul, São Paulo",2.000
sul,60 m² construídos2 quartos,"Rua Mercedes Salano Castineiras, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1.220
sul,70 m² construídos2 quartos,"Rua Cocais, Jardim Oriental, São Paulo Zona Sul, São Paulo",1.500
sul,68 m² construídos2 quartos,"Rua Gutemberg, Vila Congonhas, São Paulo Zona Sul, São Paulo",1.650
sul,40 m² construídos1 quarto,"Rua Acarape, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2.400
sul,68 m² construídos2 quartos,"Alameda Santo Amaro, Santo Amaro, São Paulo Zona Sul, São Paulo",1.751
sul,150 m² construídos2 quartos,"Alameda Dos Tacaúnas, Planalto Paulista, São Paulo Zona Sul, São Paulo",3.360
sul,88 m² construídos2 quartos,"Rua Sampaio Viana, Paraíso, São Paulo Zona Sul, São Paulo",5.500
sul,35 m² construídos1 quarto,"Rua Dois De Julho, Ipiranga, São Paulo Zona Sul, São Paulo",3.500
sul,60 m² construídos2 quartos,"Avenida Padre Arlindo Vieira, Jardim Vergueiro (sacomã), São Paulo Zona Sul, São Paulo",1.769
sul,55 m² construídos2 quartos,"Avenida Jandira, Indianópolis, São Paulo Zona Sul, São Paulo",2.800
sul,38 m² construídos1 quarto,"Avenida Santo Amaro, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",1.530
sul,49 m² construídos2 quartos,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",2.362
sul,82 m² construídos3 quartos,"Avenida Professor Francisco Morato, Vila Sônia, São Paulo Zona Sul, São Paulo",3.000
sul,43 m² construídos1 quarto,"Rua Joaquim Guarani, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",1.400
sul,87 m² construídos2 quartos,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",5.000
sul,43 m² construídos1 quarto,"Rua Raposo Tavares, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",2.200
sul,72 m² construídos3 quartos,"Rua Jaci, Chácara Inglesa, São Paulo Zona Sul, São Paulo",3.200
sul,46 m² construídos2 quartos,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",2.100
sul,47 m² construídos1 quarto,"Avenida Padre Lebret, Jardim Leonor, São Paulo Zona Sul, São Paulo",3.700
sul,77 m² construídos3 quartos,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",2.958
sul,86 m² construídos3 quartos,"Rua Leite Ferraz, Vila Mariana, São Paulo Zona Sul, São Paulo",3.502
sul,110 m² construídos3 quartos,"Avenida Conselheiro Rodrigues Alves, Vila Mariana, São Paulo Zona Sul, São Paulo",8.000
sul,85 m² construídos2 quartos,"Rua Kansas, Brooklin Paulista, São Paulo Zona Sul, São Paulo",8.000
sul,450 m² construídos4 quartos,"Rua Doutor Cristiano De Sousa, Jardim Leonor, São Paulo Zona Sul, São Paulo",6.000
sul,167 m² construídos3 quartos,"Rua Coronel Artur De Paula Ferreira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",15.000
sul,80 m² construídos2 quartos,"Rua Campina Da Taborda, Planalto Paulista, São Paulo Zona Sul, São Paulo",2.050
sul,40 m² construídos1 quarto,"Rua Araré, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2.390
sul,163 m² construídos2 quartos,"Rua Araguari, Vila Uberabinha, São Paulo Zona Sul, São Paulo",15.000
sul,70 m² construídos2 quartos,"Rua Correia De Lemos, Chácara Inglesa, São Paulo Zona Sul, São Paulo",4.800
sul,57 m² construídos1 quarto,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",1.945
sul,118 m² construídos3 quartos,"Rua Gandavo, Vila Clementino, São Paulo Zona Sul, São Paulo",4.200
sul,220 m² construídos4 quartos,"Rua Caravelas, Vila Mariana, São Paulo Zona Sul, São Paulo",10.000
sul,138 m² construídos4 quartos,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",4.500
sul,61 m² construídos3 quartos,"Rua Do Manifesto, Ipiranga, São Paulo Zona Sul, São Paulo",1.800
sul,80 m² construídos2 quartos,"Rua Itapiru, Saúde, São Paulo Zona Sul, São Paulo",2.575
sul,260 m² construídos3 quartos,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",7.350
sul,60 m² construídos2 quartos,"Av. Patente, 193 - Jardim Patente, Jardim Patente, São Paulo Zona Sul, São Paulo",1.890
sul,67 m² construídos2 quartos,"Rua Cândida Medeiros Da Silva, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1.339
sul,152 m² construídos3 quartos,"Rua Salvador Simões, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",4.500
sul,67 m² construídos2 quartos,"Rua Costa Aguiar, Ipiranga, São Paulo Zona Sul, São Paulo",3.500
sul,180 m² construídos2 quartos,"Rua Deputado Joaquim Libânio, Vila Mariana, São Paulo Zona Sul, São Paulo",4.000
sul,94 m² construídos2 quartos,"Alameda Dos Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",4.080
sul,40 m² construídos1 quarto,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",2.678
sul,88 m² construídos2 quartos,"Rua Fidêncio Ramos, Vila Olímpia, São Paulo Zona Sul, São Paulo",5.814
sul,119 m² construídos3 quartos,"Rua Comandante Taylor, Ipiranga, São Paulo Zona Sul, São Paulo",2.550
sul,68 m² construídos2 quartos,"Praça Monteiro Dos Santos, Vila Mariana, São Paulo Zona Sul, São Paulo",3.900
sul,45 m² construídos1 quarto,"Rua Virgílio Várzea, Itaim Bibi, São Paulo Zona Sul, São Paulo",2.652
sul,48 m² construídos2 quartos,"Avenida Carlos Liviero, Vila Liviero, São Paulo Zona Sul, São Paulo",1.220
sul,47 m² construídos2 quartos,"Rua André Fernandes, Jardim Paulista, São Paulo Zona Sul, São Paulo",10.000
sul,200 m² construídos2 quartos,"Avenida Sargento Geraldo Sant’ana, Jardim Taquaral, São Paulo Zona Sul, São Paulo",8.000
sul,83 m² construídos2 quartos,"Avenida Dom Pedro I, Vila Monumento, São Paulo Zona Sul, São Paulo",2.100
sul,52 m² construídos1 quarto,"Rua Joaquim Guarani, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",1.743
sul,64 m² construídos2 quartos,"Rua Jovina, Vila Mascote, São Paulo Zona Sul, São Paulo",2.600
sul,57 m² construídos1 quarto,"Rua Aleixo Garcia, Vila Olímpia, São Paulo Zona Sul, São Paulo",4.000
sul,110 m² construídos2 quartos,"Rua Tabapuã, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.400
sul,48 m² construídos1 quarto,"Rua Brás Cardoso, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4.205
sul,62 m² construídos2 quartos,"Rua Do Manifesto, Ipiranga, São Paulo Zona Sul, São Paulo",2.900
sul,85 m² construídos1 quarto,"Rua Deputado Laércio Corte, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",5.064
sul,26 m² construídos1 quarto,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",2.024
sul,63 m² construídos2 quartos,"Rua Bassi, Vila Constança, São Paulo Zona Sul, São Paulo",927
sul,35 m² construídos1 quarto,"Rua Viaza, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",2.300
sul,45 m² construídos2 quartos,"Rua Gaspar Lourenço, Vila Mariana, São Paulo Zona Sul, São Paulo",3.060
sul,54 m² construídos1 quarto,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",3.258
sul,150 m² construídos3 quartos,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",4.000
sul,103 m² construídos3 quartos,"Rua Cônego José Norberto, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",7.000
sul,83 m² construídos2 quartos,"Rua Coronel Francisco De Oliveira Simões, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",2.500
sul,84 m² construídos2 quartos,"Rua Brigadeiro Jordão, Ipiranga, São Paulo Zona Sul, São Paulo",2.172
sul,80 m² construídos2 quartos,"Rua Chui, Paraíso, São Paulo Zona Sul, São Paulo",3.800
sul,90 m² construídos3 quartos,"Rua Benta Pereira, Ipiranga, São Paulo Zona Sul, São Paulo",2.052
sul,47 m² construídos1 quarto,"Av. Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3.007
sul,85 m² construídos3 quartos,"Rua Doutor Fadlo Haidar, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.700
sul,38 m² construídos1 quarto,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",1.650
sul,40 m² construídos1 quarto,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",2.434
sul,71 m² construídos2 quartos,"Rua Rio Grande, Vila Mariana, São Paulo Zona Sul, São Paulo",3.786
sul,80 m² construídos3 quartos,"Praça Santa Cruz, Santo Amaro, São Paulo Zona Sul, São Paulo",2.500
sul,160 m² construídos3 quartos,"Rua Inhambú, Vila Uberabinha, São Paulo Zona Sul, São Paulo",6.400
sul,34 m² construídos1 quarto,"Rua Mucuri, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1.510
sul,45 m² construídos1 quarto,"Rua Caramuru, Saúde, São Paulo Zona Sul, São Paulo",2.244
sul,122 m² construídos2 quartos,"Avenida Aratãs, Indianópolis, São Paulo Zona Sul, São Paulo",4.200
sul,80 m² construídos2 quartos,"Rua Delegado Moraes Novaes, Vila Andrade, São Paulo Zona Sul, São Paulo",3.240
sul,57 m² construídos1 quarto,"Rua Nossa Senhora Da Saúde, Jardim Previdência, São Paulo Zona Sul, São Paulo",2.000
sul,80 m² construídos3 quartos,"Rua Abagiba, Saúde, São Paulo Zona Sul, São Paulo",2.300
sul,350 m² construídos4 quartos,"Rua Rocha Galvão, Jardim Da Glória, São Paulo Zona Sul, São Paulo",5.345
sul,40 m² construídos1 quarto,"Rua Debret, Vila São José, São Paulo Zona Sul, São Paulo",1.807
sul,65 m² construídos2 quartos,"Rua Alba, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",1.341
sul,80 m² construídos2 quartos,"Rua João Cachoeira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",15.000
sul,55 m² construídos1 quarto,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",2.250
sul,130 m² construídos2 quartos,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",7.200
sul,43 m² construídos1 quarto,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.990
sul,57 m² construídos2 quartos,"Rua Das Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",2.800
sul,45 m² construídos1 quarto,"Rua Assungui, Vila Gumercindo, São Paulo Zona Sul, São Paulo",1.450
sul,50 m² construídos2 quartos,"Rua Alexandre Dumas, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",2.400
sul,191 m² construídos4 quartos,"Rua Vergueiro, Vila Mariana, São Paulo Zona Sul, São Paulo",6.500
sul,68 m² construídos1 quarto,"Alameda Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",2.790
sul,74 m² construídos2 quartos,"Rua Guarará, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.858
sul,40 m² construídos1 quarto,"Rua Fábio Lopes Dos Santos Luz, Vila Andrade, São Paulo Zona Sul, São Paulo",2.499
sul,71 m² construídos3 quartos,"Rua Engenheiro João Monteiro Da Gama, Vila Da Saúde, São Paulo Zona Sul, São Paulo",2.310
sul,60 m² construídos2 quartos,"Rua Massaranduba, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",2.000
sul,50 m² construídos1 quarto,"Rua Professor José Leite E Oiticica, Vila Gertrudes, São Paulo Zona Sul, São Paulo",2.884
sul,58 m² construídos2 quartos,"Rua Engenheiro Armando De Virgiliis, Vila Mariana, São Paulo Zona Sul, São Paulo",3.261
sul,100 m² construídos2 quartos,"Alameda Fernão Cardim, Jardim Paulista, São Paulo Zona Sul, São Paulo",8.500
sul,66 m² construídos2 quartos,"Rua Iaiá, Itaim Bibi, São Paulo Zona Sul, São Paulo",5.000
sul,100 m² construídos3 quartos,"Rua Palestina, Vila Mascote, São Paulo Zona Sul, São Paulo",3.500
sul,217 m² construídos4 quartos,"Alameda Dos Tupiniquins, Planalto Paulista, São Paulo Zona Sul, São Paulo",6.500
sul,130 m² construídos4 quartos,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",4.500
sul,40 m² construídos1 quarto,"Rua Fábio Lopes Dos Santos Luz - Vila Andrade, São Paulo - Sp, Brasil, Vila Andrade, São Paulo Zona Sul, São Paulo",3.200
sul,58 m² construídos3 quartos,"Rua Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",2.500
sul,140 m² construídos3 quartos,"Rua Nebraska, Brooklin Novo, São Paulo Zona Sul, São Paulo",5.500
sul,140 m² construídos3 quartos,"Rua Ouvidor Portugal, Vila Monumento, São Paulo Zona Sul, São Paulo",5.200
sul,92 m² construídos3 quartos,"Rua Professor Tranquilli, Vila Mariana, São Paulo Zona Sul, São Paulo",4.500
leste,50 m² construídos2 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",1.100
leste,45 m² construídos1 quarto,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",800
leste,35 m² construídos2 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.000
leste,39 m² construídos1 quarto,"Avenida Maraial, Jardim Nordeste, São Paulo Zona Leste, São Paulo",720
leste,30 m² construídos1 quarto,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",900
leste,69 m² construídos3 quartos,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2.700
leste,60 m² construídos2 quartos,"Rua Pedro Maciel, São Miguel Paulista, São Paulo Zona Leste, São Paulo",700
leste,150 m² construídos3 quartos,"Rua Dulce, Vila Carrão, São Paulo Zona Leste, São Paulo",1.836
leste,343 m² construídos3 quartos,"Rua Américo Vespucci, 721, Vila Prudente, São Paulo Zona Leste, São Paulo",5.000
leste,50 m² construídos2 quartos,"Rua André Natale, Jardim Popular, São Paulo Zona Leste, São Paulo",1.100
leste,54 m² construídos1 quarto,"Rua Miguel Langone, Itaquera, São Paulo Zona Leste, São Paulo",1.100
leste,38 m² construídos1 quarto,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100
leste,400 m² construídos,"Penha De Franca, São Paulo Zona Leste, São Paulo",5.000
leste,240 m² construídos,"Rua Florindo Brás, 46, Quarta Parada, São Paulo Zona Leste, São Paulo",5.000
leste,50 m² construídos2 quartos,"Rua Das Águias Reais, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",900
