zona,area_quartos,enderecos_lista,aluguel
oeste,69 m² construídos2 quartos,"Rua Joseph Nigri, Água Branca, São Paulo Zona Oeste, São Paulo",4.600
oeste,35 m² construídos2 quartos,"Rua Hassib Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1.802
oeste,38 m² construídos1 quarto,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.950
oeste,40 m² construídos2 quartos,"Rua Santa Isabel Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.200
oeste,171 m² construídos3 quartos,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5.900
oeste,126 m² construídos3 quartos,"Rua Ministro Ferreira Alves, Perdizes, São Paulo Zona Oeste, São Paulo",5.000
oeste,217 m² construídos4 quartos,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",4.400
oeste,92 m² construídos3 quartos,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",4.200
oeste,190 m² construídos4 quartos,"Rua Caraíbas, Perdizes, São Paulo Zona Oeste, São Paulo",12.000
oeste,215 m² construídos3 quartos,"Rua Américo Alves Pereira Filho, Vila Morumbi, São Paulo Zona Oeste, São Paulo",5.000
oeste,30 m² construídos1 quarto,"Rua Manoel Gonçalves Mão Cheia, Instituto De Previdência, São Paulo Zona Oeste, São Paulo",1.400
oeste,180 m² construídos4 quartos,"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",8.000
oeste,120 m² construídos3 quartos,"Avenida Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",4.000
oeste,82 m² construídos3 quartos,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.000
oeste,168 m² construídos3 quartos,"Rua Simpatia, Jardim Das Bandeiras, São Paulo Zona Oeste, São Paulo",8.450
oeste,120 m² construídos3 quartos,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",4.500
oeste,84 m² construídos3 quartos,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",2.100
oeste,115 m² construídos3 quartos,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",3.850
oeste,52 m² construídos1 quarto,"Rua Ascencional, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1.770
oeste,54 m² construídos2 quartos,"Rua Benedito Fáber, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1.673
oeste,48 m² construídos1 quarto,"Avenida Do Rio Pequeno, Rio Pequeno, São Paulo Zona Oeste, São Paulo",2.200
oeste,82 m² construídos3 quartos,"Rua Vera Cruz, Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",2.500
oeste,40 m² construídos1 quarto,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400
oeste,40 m² construídos1 quarto,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400
oeste,40 m² construídos1 quarto,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.500
oeste,79 m² construídos2 quartos,"Rua Cerro Corá, Vila Romana, São Paulo Zona Oeste, São Paulo",2.500
oeste,40 m² construídos1 quarto,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400
oeste,31 m² construídos1 quarto,"Rua Coronel Luís Barroso, Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",1.900
oeste,40 m² construídos1 quarto,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.400
oeste,70 m² construídos2 quartos,"Rua Francisco Luiz De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",3.000
oeste,65 m² construídos2 quartos,"Rua Brentano, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.850
oeste,120 m² construídos2 quartos,"Rua Doutor José De Andrade Figueira, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.915
oeste,40 m² construídos1 quarto,"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo Zona Oeste, São Paulo",1.500
oeste,49 m² construídos2 quartos,"Rua Itaiteva, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1.600
oeste,170 m² construídos2 quartos,"Rua Mauricina, Vila Romana, São Paulo Zona Oeste, São Paulo",3.450
oeste,60 m² construídos2 quartos,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",5.000
oeste,151 m² construídos2 quartos,"Avenida Escola Politécnica, Rio Pequeno, São Paulo Zona Oeste, São Paulo",3.708
oeste,54 m² construídos2 quartos,"Rua José Arzão, Vila Praia, São Paulo Zona Oeste, São Paulo",2.600
oeste,65 m² construídos2 quartos,"Av Manoel Pedro Pimentel, Parque Continental, São Paulo Zona Oeste, São Paulo",1.300
oeste,40 m² construídos1 quarto,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2.200
oeste,55 m² construídos1 quarto,"Rua M.m.d.c, Butantã, São Paulo Zona Oeste, São Paulo",3.175
oeste,75 m² construídos1 quarto,"Rua Pascoal Vita, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.500
oeste,56 m² construídos2 quartos,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",3.850
oeste,68 m² construídos2 quartos,"Rua Monte Caseros, Vila Gomes, São Paulo Zona Oeste, São Paulo",2.678
oeste,42 m² construídos1 quarto,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",2.850
oeste,94 m² construídos2 quartos,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",3.300
oeste,42 m² construídos2 quartos,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.200
oeste,52 m² construídos1 quarto,"Rua Sansão Alves Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.925
oeste,70 m² construídos2 quartos,"Avenida General Mac Arthur, Vila Lageado, São Paulo Zona Oeste, São Paulo",2.856
oeste,72 m² construídos2 quartos,"Rua Aroaba, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.039
oeste,290 m² construídos4 quartos,"Rua Camillo Nader, Vila Morumbi, São Paulo Zona Oeste, São Paulo",2.000
oeste,300 m² construídos3 quartos,"Rua Ucaiari, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",4.635
oeste,44 m² construídos1 quarto,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.300
oeste,46 m² construídos1 quarto,"Rua Ministro Nelson Hungria, Vila Tramontano, São Paulo Zona Oeste, São Paulo",2.200
oeste,86 m² construídos2 quartos,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",5.800
oeste,75 m² construídos1 quarto,"Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",2.419
oeste,70 m² construídos1 quarto,"Rua Jean Peltier, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.100
oeste,45 m² construídos2 quartos,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2.400
oeste,85 m² construídos3 quartos,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",4.700
oeste,37 m² construídos1 quarto,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.800
oeste,65 m² construídos2 quartos,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",3.100
oeste,467 m² construídos4 quartos,"Rua Stefan Marek Neuding, Jardim Sílvia (zona Oeste), São Paulo Zona Oeste, São Paulo",15.000
oeste,290 m² construídos3 quartos,"Avenida São Gualter, Vila Ida, São Paulo Zona Oeste, São Paulo",5.000
oeste,103 m² construídos3 quartos,"Rua Bergamota, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.800
oeste,68 m² construídos2 quartos,"Rua Ferreira De Araújo, Pinheiros, São Paulo Zona Oeste, São Paulo",6.500
oeste,48 m² construídos1 quarto,"Rua Ministro Nelson Hungria, Vila Tramontano, São Paulo Zona Oeste, São Paulo",2.000
oeste,42 m² construídos1 quarto,"Rua Campos Bicudo, Jardim Europa, São Paulo Zona Oeste, São Paulo",1.900
oeste,180 m² construídos3 quartos,"Rua Inácio Luís Da Costa, Parque São Domingos, São Paulo Zona Oeste, São Paulo",3.500
oeste,55 m² construídos3 quartos,"Rua Bazílio Da Silva, Jardim Monte Alegre, São Paulo Zona Oeste, São Paulo",1.450
oeste,55 m² construídos2 quartos,"Rua Corinto, Vila Indiana, São Paulo Zona Oeste, São Paulo",1.800
oeste,85 m² construídos2 quartos,"Avenida Eusébio Matoso, Pinheiros, São Paulo Zona Oeste, São Paulo",4.573
oeste,54 m² construídos2 quartos,"Rodovia Raposo Tavares, Jardim Adhemar De Barros, São Paulo Zona Oeste, São Paulo",1.100
oeste,170 m² construídos2 quartos,"Rua Francisco Dias Velho, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",13.000
oeste,52 m² construídos2 quartos,"Rua Eugene Carriere, Jardim Das Vertentes, São Paulo Zona Oeste, São Paulo",2.050
oeste,70 m² construídos2 quartos,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",2.630
oeste,73 m² construídos2 quartos,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",2.600
oeste,113 m² construídos2 quartos,"Rua João Ramalho, Perdizes, São Paulo Zona Oeste, São Paulo",2.244
oeste,52 m² construídos2 quartos,"Rua Comendador Francisco Pettinati, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.800
oeste,80 m² construídos2 quartos,"Avenida Higienópolis, Higienópolis, São Paulo Zona Oeste, São Paulo",2.557
oeste,174 m² construídos4 quartos,"Rua Leonardo Mota, Vila Indiana, São Paulo Zona Oeste, São Paulo",4.500
oeste,67 m² construídos2 quartos,"Rua Ciro Costa, Perdizes, São Paulo Zona Oeste, São Paulo",3.350
oeste,71 m² construídos1 quarto,"Rua Cardeal Arcoverde, Pinheiros, São Paulo Zona Oeste, São Paulo",6.000
oeste,100 m² construídos3 quartos,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.700
oeste,34 m² construídos2 quartos,"Rua Hassib Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.600
oeste,42 m² construídos1 quarto,"R. Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",3.500
oeste,79 m² construídos1 quarto,"Rua Paulo Franco, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",3.500
oeste,35 m² construídos1 quarto,"Rua Suzano, Jardim Catanduva, São Paulo Zona Oeste, São Paulo",3.700
oeste,57 m² construídos2 quartos,"Rua João Simões De Souza, Parque Rebouças, São Paulo Zona Oeste, São Paulo",2.200
oeste,42 m² construídos2 quartos,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.500
oeste,56 m² construídos2 quartos,"Avenida José Joaquim Seabra, Jardim Ivana, São Paulo Zona Oeste, São Paulo",2.000
oeste,104 m² construídos3 quartos,"Rua Professor João Arruda, Perdizes, São Paulo Zona Oeste, São Paulo",2.700
oeste,61 m² construídos1 quarto,"Rua Fidalga, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
oeste,130 m² construídos3 quartos,"Rua Luís Filgueira Souto, Parque São Domingos, São Paulo Zona Oeste, São Paulo",3.219
oeste,72 m² construídos2 quartos,"Rua Tavares Cabral, Pinheiros, São Paulo Zona Oeste, São Paulo",6.700
oeste,110 m² construídos3 quartos,"Rua Senador César Lacerda Vergueiro, Sumarezinho, São Paulo Zona Oeste, São Paulo",4.080
oeste,54 m² construídos2 quartos,"Rua Olívia Guedes Penteado, Morro Do Índio, São Paulo Zona Oeste, São Paulo",2.180
oeste,186 m² construídos4 quartos,"Rua Doutor Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",7.990
oeste,36 m² construídos2 quartos,"Rua Xavier Krauss, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.100
oeste,35 m² construídos1 quarto,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2.350
oeste,111 m² construídos3 quartos,"Avenida Doutor Guilherme Dumont Vilares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",3.000
oeste,81 m² construídos1 quarto,"Rua Artur De Azevedo, Pinheiros, São Paulo Zona Oeste, São Paulo",4.800
oeste,36 m² construídos1 quarto,"Rua Roque Petrella, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.170
oeste,79 m² construídos2 quartos,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",6.500
oeste,85 m² construídos2 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",4.370
oeste,160 m² construídos3 quartos,"Rua Itapaiuna, Jardim Morumbi, São Paulo Zona Oeste, São Paulo",7.000
oeste,85 m² construídos2 quartos,"Rua Paracatu, Jardim Cláudia, São Paulo Zona Oeste, São Paulo",2.300
oeste,130 m² construídos3 quartos,"Rua Venâncio Aires, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3.550
oeste,65 m² construídos2 quartos,"Rua Mourato Coelho, Pinheiros, São Paulo Zona Oeste, São Paulo",4.500
oeste,72 m² construídos2 quartos,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3.750
oeste,234 m² construídos4 quartos,"Avenida Escola Politécnica, Jaguaré, São Paulo Zona Oeste, São Paulo",6.500
oeste,300 m² construídos4 quartos,"Rua Engenheiro Jaime Rocha Pereira, City América, São Paulo Zona Oeste, São Paulo",10.000
oeste,50 m² construídos1 quarto,"Rua João Ramalho, Perdizes, São Paulo Zona Oeste, São Paulo",2.500
oeste,219 m² construídos3 quartos,"Rua Bergamota, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",6.310
oeste,180 m² construídos4 quartos,"Avenida Das Corujas, Sumarezinho, São Paulo Zona Oeste, São Paulo",8.500
oeste,104 m² construídos3 quartos,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4.900
oeste,55 m² construídos2 quartos,"Rua Bazílio Da Silva, Jardim Monte Alegre, São Paulo Zona Oeste, São Paulo",1.500
oeste,32 m² construídos1 quarto,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",2.400
oeste,38 m² construídos1 quarto,"Rua Franz Schubert, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",2.600
oeste,111 m² construídos3 quartos,"Rua Maranhão, Higienópolis, São Paulo Zona Oeste, São Paulo",6.100
oeste,47 m² construídos1 quarto,"Rua Euclides De Andrade, Jardim Vera Cruz, São Paulo Zona Oeste, São Paulo",3.700
oeste,56 m² construídos2 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2.800
oeste,50 m² construídos2 quartos,"Rua Melo Palheta, Água Branca, São Paulo Zona Oeste, São Paulo",2.060
oeste,48 m² construídos1 quarto,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.366
oeste,65 m² construídos2 quartos,"Rua Corcovado, Parque Residencial Da Lapa, São Paulo Zona Oeste, São Paulo",1.470
oeste,60 m² construídos2 quartos,"Rua Floresto Bandecchi, Jaguaré, São Paulo Zona Oeste, São Paulo",1.341
oeste,62 m² construídos1 quarto,"Rua Catão, Vila Romana, São Paulo Zona Oeste, São Paulo",2.500
oeste,50 m² construídos2 quartos,"Rua Belchior De Azevedo, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.415
oeste,78 m² construídos3 quartos,"Rua República Do Togo, Jardim Peri Peri, São Paulo Zona Oeste, São Paulo",2.150
oeste,68 m² construídos2 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.150
oeste,18 m² construídos1 quarto,"Rua Manoel Gonçalves Mão Cheia, Instituto De Previdência, São Paulo Zona Oeste, São Paulo",1.350
oeste,50 m² construídos1 quarto,"Rua Tucuna 603, Pompéia, São Paulo Zona Oeste, São Paulo",2.100
oeste,145 m² construídos,"Rua Barbalha, 213, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",5.000
oeste,76 m² construídos3 quartos,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.200
oeste,85 m² construídos,"Pinheiros, São Paulo Zona Oeste, São Paulo",5.000
oeste,35 m² construídos1 quarto,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850
oeste,35 m² construídos1 quarto,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850
oeste,34 m² construídos1 quarto,"Cardoso De Almeida 840, Perdizes, São Paulo Zona Oeste, São Paulo",2.250
oeste,30 m² construídos1 quarto,"Rua Doutor Osvaldo Mellone, Vila Prel, São Paulo Zona Oeste, São Paulo",1.050
oeste,42 m² construídos1 quarto,"Rua Eugênio Pradez, Jardim Piracuama, São Paulo Zona Oeste, São Paulo",1.000
oeste,294 m² construídos,"Guaicurus 0000, Lapa, São Paulo Zona Oeste, São Paulo",5.900
oeste,35 m² construídos1 quarto,"Rua Itirapuã, Jardim Iracema, São Paulo Zona Oeste, São Paulo",1.050
oeste,30 m² construídos,"Rua Doutor João Batista Reimão, Jardim Bom Refúgio, São Paulo Zona Oeste, São Paulo",800
oeste,50 m² construídos2 quartos,"Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",850
oeste,180 m² construídos3 quartos,"Brooklin - São Paulo/sp, Rolinópolis, São Paulo Zona Oeste, São Paulo",2.750
oeste,300 m² construídos,"Jardim São Jorge (raposo Tavares), São Paulo Zona Oeste, São Paulo",7.500
oeste,178 m² construídos4 quartos,"Rua Pensilvânia,
                114, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",10.000
oeste,"7,800 m² construídos","Rua Mergenthaler, 1001, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",359.240
oeste,550 m² construídos,"Pinheiros, São Paulo Zona Oeste, São Paulo",20.000
oeste,"1,470 m² construídos","Rua Mergenthaler, 1001, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",51.450
oeste,300 m² totais,"Butantã - São Paulo/sp, Butantã, São Paulo Zona Oeste, São Paulo",8.000
oeste,"4,536 m² construídos","Avenida Dr. Gastão Vidigal, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",169.000
oeste,55 m² construídos1 quarto,"Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1.700
oeste,45 m² construídos,"Avenida Queiroz Filho, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",1.800
oeste,140 m² construídos4 quartos,"Jardim Colombo, São Paulo Zona Oeste, São Paulo",3.100
oeste,35 m² construídos1 quarto,"Rua Doutor Osvaldo Mellone, Vila Prel, São Paulo Zona Oeste, São Paulo",1.150
oeste,49 m² construídos2 quartos,"Jardim Casablanca, São Paulo Zona Oeste, São Paulo",1.500
oeste,140 m² construídos3 quartos,"Rua Marechal Hastinfilo De Moura,
                338 -, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.700
oeste,30 m² construídos,"Rua Doutor João Batista Reimão, Jardim Bom Refúgio, São Paulo Zona Oeste, São Paulo",900
oeste,58 m² construídos1 quarto,"Avenida Rangel Pestana, Jardim Brasília, São Paulo Zona Oeste, São Paulo",1.130
oeste,28 m² construídos1 quarto,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",1.746
oeste,200 m² construídos,"Rua Dos Vitoriosos 63, Anhanguera, São Paulo Zona Oeste, São Paulo",1.700
oeste,49 m² construídos2 quartos,"Rua Fortunato Ferraz, Vila Anastácio, São Paulo Zona Oeste, São Paulo",1.700
oeste,80 m² construídos3 quartos,"Rua Caetanópolis, Jaguaré, São Paulo Zona Oeste, São Paulo",1.980
oeste,30 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.600
oeste,148 m² construídos3 quartos,"Avenida Higienopolis, 701, Higienópolis, São Paulo Zona Oeste, São Paulo",5.000
oeste,70 m² construídos2 quartos,"Vila Madalena, São Paulo Zona Oeste, São Paulo",5.000
oeste,44 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Vila Lageado, São Paulo Zona Oeste, São Paulo",1.200
oeste,37 m² construídos1 quarto,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.100
oeste,35 m² construídos1 quarto,"Rua Moacir Trancoso, Água Branca, São Paulo Zona Oeste, São Paulo",1.000
oeste,60 m² construídos2 quartos,"Rua Eusébio De Paula Marcondes, Jardim D Abril, São Paulo Zona Oeste, São Paulo",1.100
oeste,49 m² construídos2 quartos,"Rua Floresto Bandecchi, Jaguaré, São Paulo Zona Oeste, São Paulo",1.160
oeste,45 m² construídos1 quarto,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.800
oeste,67 m² construídos2 quartos,"Av. Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.100
oeste,127 m² construídos3 quartos,"Rua Gastão Do Rego Monteiro, Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",1.860
oeste,40 m² construídos2 quartos,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",2.200
oeste,64 m² construídos2 quartos,"Rua Delfina, Vila Madalena, São Paulo Zona Oeste, São Paulo",6.500
oeste,20 m² construídos1 quarto,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",990
oeste,35 m² construídos1 quarto,"Rua Schilling, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.200
oeste,20 m² construídos1 quarto,"Rua Paulo Ribeiro Da Luz, Vila Gomes, São Paulo Zona Oeste, São Paulo",830
oeste,66 m² construídos2 quartos,"Rua Inácio Manuel Álvares, Jardim Ester, São Paulo Zona Oeste, São Paulo",1.800
oeste,20 m² construídos1 quarto,"Rua Abadia Dos Dourados, Vila Indiana, São Paulo Zona Oeste, São Paulo",1.000
oeste,84 m² construídos1 quarto,"Rua Nanuque, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.320
oeste,60 m² construídos3 quartos,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1.442
oeste,33 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.400
oeste,156 m² construídos3 quartos,"Rua Doutor Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",3.000
oeste,42 m² construídos2 quartos,"Rua João Veloso De Oliveira, Parque São Domingos, São Paulo Zona Oeste, São Paulo",995
oeste,18 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.200
oeste,186 m² construídos3 quartos,"Rua Karl Richter, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.445
oeste,43 m² construídos1 quarto,"Avenida Diógenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.020
oeste,45 m² construídos2 quartos,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.760
oeste,30 m² construídos1 quarto,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2.100
oeste,98 m² construídos2 quartos,"Rua Antônio De Mariz, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.000
oeste,65 m² construídos1 quarto,"Rua Barcelona, Jaguaré, São Paulo Zona Oeste, São Paulo",1.400
oeste,49 m² construídos2 quartos,"Avenida Imperatriz Leopoldina, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000
oeste,150 m² construídos3 quartos,"Rua José Pinto Antunes, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.600
