zona,enderecos_lista,aluguel,area,quartos
sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.490,125.0,3.0
sul,"Avenida Eugênio Bartolomai, Jardim Santa Helena, São Paulo Zona Sul, São Paulo",3.800,150.0,5.0
sul,"Rua Ibituruna, Parque Imperial, São Paulo Zona Sul, São Paulo",2.800,65.0,2.0
sul,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",1.900,36.0,1.0
sul,"Rua Potunduva, Vila Mariana, São Paulo Zona Sul, São Paulo",1.600,90.0,2.0
sul,"Alameda Dos Araés, Planalto Paulista, São Paulo Zona Sul, São Paulo",8.000,157.0,3.0
sul,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",1.960,31.0,1.0
sul,"Rua Doutor Mario Vicente, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",2.000,80.0,3.0
sul,"Avenida Doutor Silva Melo, Jardim Taquaral, São Paulo Zona Sul, São Paulo",2.550,50.0,2.0
sul,"Rua Dos Buritis, Jardim Oriental, São Paulo Zona Sul, São Paulo",1.900,67.0,3.0
sul,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",1.522,50.0,2.0
sul,"Rua Marcos Portugal, Vila Nair, São Paulo Zona Sul, São Paulo",5.900,93.0,2.0
sul,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",2.200,85.0,3.0
sul,"Rua Comendador João Gabriel, Mirandópolis, São Paulo Zona Sul, São Paulo",1.420,23.0,1.0
sul,"Avenida Interlagos, Jardim Marajoara, São Paulo Zona Sul, São Paulo",2.448,90.0,3.0
sul,"Rua Acarape, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2.400,40.0,1.0
sul,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",6.600,81.0,2.0
sul,"Rua Tenente Ubirajara Monory, Jabaquara, São Paulo Zona Sul, São Paulo",1.890,55.0,2.0
sul,"Rua Maria Aparecida Pinto, Vila Constança, São Paulo Zona Sul, São Paulo",960,40.0,1.0
sul,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.100,43.0,1.0
sul,"Rua Vieira De Morais, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.950,60.0,2.0
sul,"Rua Jacurici, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.500,107.0,3.0
sul,"Rua Dr. Rubens Gomes Bueno, Várzea De Baixo, São Paulo Zona Sul, São Paulo",4.000,95.0,2.0
sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2.200,97.0,2.0
sul,"Rua Gama Cerqueira, Cambuci, São Paulo Zona Sul, São Paulo",1.650,33.0,1.0
sul,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",3.000,35.0,1.0
sul,"Rua Helena, Vila Olímpia, São Paulo Zona Sul, São Paulo",8.100,93.0,2.0
sul,"Rua Ipiranga, Campo Belo, São Paulo Zona Sul, São Paulo",2.188,65.0,3.0
sul,"Avenida Nove De Julho, Jardim Paulista, São Paulo Zona Sul, São Paulo",4.646,110.0,3.0
sul,"Rua Kansas, Brooklin Paulista, São Paulo Zona Sul, São Paulo",6.000,84.0,3.0
sul,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",10.000,156.0,3.0
sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",1.955,37.0,1.0
sul,"Rua Doutor Eduardo De Souza Aranha, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4.300,55.0,1.0
sul,"Rua Bela Cintra, Cidade Júlia, São Paulo Zona Sul, São Paulo",2.500,50.0,1.0
sul,"Avenida Jacutinga, Indianópolis, São Paulo Zona Sul, São Paulo",3.200,82.0,2.0
sul,"Rua Nicola Rollo, Vila Andrade, São Paulo Zona Sul, São Paulo",6.000,143.0,3.0
sul,"Rua Lord Cockrane, Ipiranga, São Paulo Zona Sul, São Paulo",1.800,73.0,2.0
sul,"Rua Francisco Pessoa, Vila Andrade, São Paulo Zona Sul, São Paulo",3.570,105.0,3.0
sul,"Rua Vergueiro, Vila Mariana, São Paulo Zona Sul, São Paulo",3.605,92.0,3.0
sul,"Rua General Gastão Goulart, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1.080,50.0,1.0
sul,"Rua Machado De Assis, Vila Mariana, São Paulo Zona Sul, São Paulo",2.700,80.0,1.0
sul,"Rua Ilíria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1.200,90.0,1.0
sul,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",2.550,78.0,3.0
sul,"Rua Do Cristal 59/62, Vila Mariana, São Paulo Zona Sul, São Paulo",2.200,60.0,2.0
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",2.800,45.0,1.0
sul,"Rua Geraldo De Mendonça Mello, Vila Isa, São Paulo Zona Sul, São Paulo",2.500,70.0,3.0
sul,"R. Borba Gato, Santo Amaro, São Paulo Zona Sul, São Paulo",4.500,87.0,3.0
sul,"Rua Professor Aprígio Gonzaga, São Judas, São Paulo Zona Sul, São Paulo",1.340,60.0,1.0
sul,"Rua Viradouro, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.200,88.0,2.0
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",1.950,49.0,1.0
sul,"Rua Doutor Ruy De Azevedo Sodré, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",3.000,60.0,2.0
sul,"Rua Paulo Bregaro, Vila Monumento, São Paulo Zona Sul, São Paulo",1.957,60.0,2.0
sul,"Rua Arcipreste Ezequias, Vila São José, São Paulo Zona Sul, São Paulo",4.500,274.0,4.0
sul,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",5.500,164.0,4.0
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",2.500,92.0,2.0
sul,"Rua Gabriele Dannunzio, Campo Belo, São Paulo Zona Sul, São Paulo",3.100,36.0,1.0
sul,"Rua Ilíria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1.400,50.0,1.0
sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",2.800,44.0,1.0
sul,"Rua Vapabussu, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",3.162,100.0,3.0
sul,"Rua Cassuarinas, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",3.060,80.0,3.0
sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.060,30.0,1.0
sul,"Rua Otávio Nébias, Paraíso, São Paulo Zona Sul, São Paulo",2.800,90.0,2.0
sul,"Rua João Cachoeira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",15.000,140.0,2.0
sul,"Rua Domingo De Soto, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",1.900,80.0,2.0
sul,"Avenida Ramalho Ortigão, Vila Gumercindo, São Paulo Zona Sul, São Paulo",2.000,106.0,3.0
sul,"Rua Mercedes Salano Castineiras, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1.220,60.0,2.0
sul,"Rua Cocais, Jardim Oriental, São Paulo Zona Sul, São Paulo",1.500,70.0,2.0
sul,"Rua Gutemberg, Vila Congonhas, São Paulo Zona Sul, São Paulo",1.650,68.0,2.0
sul,"Rua Acarape, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2.400,40.0,1.0
sul,"Alameda Santo Amaro, Santo Amaro, São Paulo Zona Sul, São Paulo",1.751,68.0,2.0
sul,"Alameda Dos Tacaúnas, Planalto Paulista, São Paulo Zona Sul, São Paulo",3.360,150.0,2.0
sul,"Rua Sampaio Viana, Paraíso, São Paulo Zona Sul, São Paulo",5.500,88.0,2.0
sul,"Rua Dois De Julho, Ipiranga, São Paulo Zona Sul, São Paulo",3.500,35.0,1.0
sul,"Avenida Padre Arlindo Vieira, Jardim Vergueiro (sacomã), São Paulo Zona Sul, São Paulo",1.769,60.0,2.0
sul,"Avenida Jandira, Indianópolis, São Paulo Zona Sul, São Paulo",2.800,55.0,2.0
sul,"Avenida Santo Amaro, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",1.530,38.0,1.0
sul,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",2.362,49.0,2.0
sul,"Avenida Professor Francisco Morato, Vila Sônia, São Paulo Zona Sul, São Paulo",3.000,82.0,3.0
sul,"Rua Joaquim Guarani, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",1.400,43.0,1.0
sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",5.000,87.0,2.0
sul,"Rua Raposo Tavares, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",2.200,43.0,1.0
sul,"Rua Jaci, Chácara Inglesa, São Paulo Zona Sul, São Paulo",3.200,72.0,3.0
sul,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",2.100,46.0,2.0
sul,"Avenida Padre Lebret, Jardim Leonor, São Paulo Zona Sul, São Paulo",3.700,47.0,1.0
sul,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",2.958,77.0,3.0
sul,"Rua Leite Ferraz, Vila Mariana, São Paulo Zona Sul, São Paulo",3.502,86.0,3.0
sul,"Avenida Conselheiro Rodrigues Alves, Vila Mariana, São Paulo Zona Sul, São Paulo",8.000,110.0,3.0
sul,"Rua Kansas, Brooklin Paulista, São Paulo Zona Sul, São Paulo",8.000,85.0,2.0
sul,"Rua Doutor Cristiano De Sousa, Jardim Leonor, São Paulo Zona Sul, São Paulo",6.000,450.0,4.0
sul,"Rua Coronel Artur De Paula Ferreira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",15.000,167.0,3.0
sul,"Rua Campina Da Taborda, Planalto Paulista, São Paulo Zona Sul, São Paulo",2.050,80.0,2.0
sul,"Rua Araré, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2.390,40.0,1.0
sul,"Rua Araguari, Vila Uberabinha, São Paulo Zona Sul, São Paulo",15.000,163.0,2.0
sul,"Rua Correia De Lemos, Chácara Inglesa, São Paulo Zona Sul, São Paulo",4.800,70.0,2.0
sul,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",1.945,57.0,1.0
sul,"Rua Gandavo, Vila Clementino, São Paulo Zona Sul, São Paulo",4.200,118.0,3.0
sul,"Rua Caravelas, Vila Mariana, São Paulo Zona Sul, São Paulo",10.000,220.0,4.0
sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",4.500,138.0,4.0
sul,"Rua Do Manifesto, Ipiranga, São Paulo Zona Sul, São Paulo",1.800,61.0,3.0
sul,"Rua Itapiru, Saúde, São Paulo Zona Sul, São Paulo",2.575,80.0,2.0
sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",7.350,260.0,3.0
sul,"Av. Patente, 193 - Jardim Patente, Jardim Patente, São Paulo Zona Sul, São Paulo",1.890,60.0,2.0
sul,"Rua Cândida Medeiros Da Silva, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1.339,67.0,2.0
sul,"Rua Salvador Simões, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",4.500,152.0,3.0
sul,"Rua Costa Aguiar, Ipiranga, São Paulo Zona Sul, São Paulo",3.500,67.0,2.0
sul,"Rua Deputado Joaquim Libânio, Vila Mariana, São Paulo Zona Sul, São Paulo",4.000,180.0,2.0
sul,"Alameda Dos Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",4.080,94.0,2.0
sul,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",2.678,40.0,1.0
sul,"Rua Fidêncio Ramos, Vila Olímpia, São Paulo Zona Sul, São Paulo",5.814,88.0,2.0
sul,"Rua Comandante Taylor, Ipiranga, São Paulo Zona Sul, São Paulo",2.550,119.0,3.0
sul,"Praça Monteiro Dos Santos, Vila Mariana, São Paulo Zona Sul, São Paulo",3.900,68.0,2.0
sul,"Rua Virgílio Várzea, Itaim Bibi, São Paulo Zona Sul, São Paulo",2.652,45.0,1.0
sul,"Avenida Carlos Liviero, Vila Liviero, São Paulo Zona Sul, São Paulo",1.220,48.0,2.0
sul,"Rua André Fernandes, Jardim Paulista, São Paulo Zona Sul, São Paulo",10.000,47.0,2.0
sul,"Avenida Sargento Geraldo Sant’ana, Jardim Taquaral, São Paulo Zona Sul, São Paulo",8.000,200.0,2.0
sul,"Avenida Dom Pedro I, Vila Monumento, São Paulo Zona Sul, São Paulo",2.100,83.0,2.0
sul,"Rua Joaquim Guarani, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",1.743,52.0,1.0
sul,"Rua Jovina, Vila Mascote, São Paulo Zona Sul, São Paulo",2.600,64.0,2.0
sul,"Rua Aleixo Garcia, Vila Olímpia, São Paulo Zona Sul, São Paulo",4.000,57.0,1.0
sul,"Rua Tabapuã, Itaim Bibi, São Paulo Zona Sul, São Paulo",4.400,110.0,2.0
sul,"Rua Brás Cardoso, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4.205,48.0,1.0
sul,"Rua Do Manifesto, Ipiranga, São Paulo Zona Sul, São Paulo",2.900,62.0,2.0
sul,"Rua Deputado Laércio Corte, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",5.064,85.0,1.0
sul,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",2.024,26.0,1.0
sul,"Rua Bassi, Vila Constança, São Paulo Zona Sul, São Paulo",927,63.0,2.0
sul,"Rua Viaza, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",2.300,35.0,1.0
sul,"Rua Gaspar Lourenço, Vila Mariana, São Paulo Zona Sul, São Paulo",3.060,45.0,2.0
sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",3.258,54.0,1.0
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",4.000,150.0,3.0
sul,"Rua Cônego José Norberto, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",7.000,103.0,3.0
sul,"Rua Coronel Francisco De Oliveira Simões, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",2.500,83.0,2.0
sul,"Rua Brigadeiro Jordão, Ipiranga, São Paulo Zona Sul, São Paulo",2.172,84.0,2.0
sul,"Rua Chui, Paraíso, São Paulo Zona Sul, São Paulo",3.800,80.0,2.0
sul,"Rua Benta Pereira, Ipiranga, São Paulo Zona Sul, São Paulo",2.052,90.0,3.0
sul,"Av. Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3.007,47.0,1.0
sul,"Rua Doutor Fadlo Haidar, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.700,85.0,3.0
sul,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",1.650,38.0,1.0
sul,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",2.434,40.0,1.0
sul,"Rua Rio Grande, Vila Mariana, São Paulo Zona Sul, São Paulo",3.786,71.0,2.0
sul,"Praça Santa Cruz, Santo Amaro, São Paulo Zona Sul, São Paulo",2.500,80.0,3.0
sul,"Rua Inhambú, Vila Uberabinha, São Paulo Zona Sul, São Paulo",6.400,160.0,3.0
sul,"Rua Mucuri, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1.510,34.0,1.0
sul,"Rua Caramuru, Saúde, São Paulo Zona Sul, São Paulo",2.244,45.0,1.0
sul,"Avenida Aratãs, Indianópolis, São Paulo Zona Sul, São Paulo",4.200,122.0,2.0
sul,"Rua Delegado Moraes Novaes, Vila Andrade, São Paulo Zona Sul, São Paulo",3.240,80.0,2.0
sul,"Rua Nossa Senhora Da Saúde, Jardim Previdência, São Paulo Zona Sul, São Paulo",2.000,57.0,1.0
sul,"Rua Abagiba, Saúde, São Paulo Zona Sul, São Paulo",2.300,80.0,3.0
sul,"Rua Rocha Galvão, Jardim Da Glória, São Paulo Zona Sul, São Paulo",5.345,350.0,4.0
sul,"Rua Debret, Vila São José, São Paulo Zona Sul, São Paulo",1.807,40.0,1.0
sul,"Rua Alba, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",1.341,65.0,2.0
sul,"Rua João Cachoeira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",15.000,80.0,2.0
sul,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",2.250,55.0,1.0
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",7.200,130.0,2.0
sul,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",3.990,43.0,1.0
sul,"Rua Das Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",2.800,57.0,2.0
sul,"Rua Assungui, Vila Gumercindo, São Paulo Zona Sul, São Paulo",1.450,45.0,1.0
sul,"Rua Alexandre Dumas, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",2.400,50.0,2.0
sul,"Rua Vergueiro, Vila Mariana, São Paulo Zona Sul, São Paulo",6.500,191.0,4.0
sul,"Alameda Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",2.790,68.0,1.0
sul,"Rua Guarará, Jardim Paulista, São Paulo Zona Sul, São Paulo",2.858,74.0,2.0
sul,"Rua Fábio Lopes Dos Santos Luz, Vila Andrade, São Paulo Zona Sul, São Paulo",2.499,40.0,1.0
sul,"Rua Engenheiro João Monteiro Da Gama, Vila Da Saúde, São Paulo Zona Sul, São Paulo",2.310,71.0,3.0
sul,"Rua Massaranduba, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",2.000,60.0,2.0
sul,"Rua Professor José Leite E Oiticica, Vila Gertrudes, São Paulo Zona Sul, São Paulo",2.884,50.0,1.0
sul,"Rua Engenheiro Armando De Virgiliis, Vila Mariana, São Paulo Zona Sul, São Paulo",3.261,58.0,2.0
sul,"Alameda Fernão Cardim, Jardim Paulista, São Paulo Zona Sul, São Paulo",8.500,100.0,2.0
sul,"Rua Iaiá, Itaim Bibi, São Paulo Zona Sul, São Paulo",5.000,66.0,2.0
sul,"Rua Palestina, Vila Mascote, São Paulo Zona Sul, São Paulo",3.500,100.0,3.0
sul,"Alameda Dos Tupiniquins, Planalto Paulista, São Paulo Zona Sul, São Paulo",6.500,217.0,4.0
sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",4.500,130.0,4.0
sul,"Rua Fábio Lopes Dos Santos Luz - Vila Andrade, São Paulo - Sp, Brasil, Vila Andrade, São Paulo Zona Sul, São Paulo",3.200,40.0,1.0
sul,"Rua Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",2.500,58.0,3.0
sul,"Rua Nebraska, Brooklin Novo, São Paulo Zona Sul, São Paulo",5.500,140.0,3.0
sul,"Rua Ouvidor Portugal, Vila Monumento, São Paulo Zona Sul, São Paulo",5.200,140.0,3.0
sul,"Rua Professor Tranquilli, Vila Mariana, São Paulo Zona Sul, São Paulo",4.500,92.0,3.0
leste,"Tatuapé, São Paulo Zona Leste, São Paulo",1.100,50.0,2.0
leste,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",800,45.0,1.0
leste,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.000,35.0,2.0
leste,"Avenida Maraial, Jardim Nordeste, São Paulo Zona Leste, São Paulo",720,39.0,1.0
leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",900,30.0,1.0
leste,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2.700,69.0,3.0
leste,"Rua Pedro Maciel, São Miguel Paulista, São Paulo Zona Leste, São Paulo",700,60.0,2.0
leste,"Rua Dulce, Vila Carrão, São Paulo Zona Leste, São Paulo",1.836,150.0,3.0
leste,"Rua Américo Vespucci, 721, Vila Prudente, São Paulo Zona Leste, São Paulo",5.000,343.0,3.0
leste,"Rua André Natale, Jardim Popular, São Paulo Zona Leste, São Paulo",1.100,50.0,2.0
leste,"Rua Miguel Langone, Itaquera, São Paulo Zona Leste, São Paulo",1.100,54.0,1.0
leste,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100,38.0,1.0
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",5.000,400.0,
leste,"Rua Florindo Brás, 46, Quarta Parada, São Paulo Zona Leste, São Paulo",5.000,240.0,
leste,"Rua Das Águias Reais, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",900,50.0,2.0
leste,"Avenida Ibiuna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",900,69.0,2.0
leste,"Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",5.000,260.0,3.0
leste,"Rua Senador Georgino Avelino, Itaquera, São Paulo Zona Leste, São Paulo",1.958,100.0,2.0
leste,"Rua Ivaí, Tatuapé, São Paulo Zona Leste, São Paulo",2.060,70.0,2.0
leste,"Rua Almadina, Itaquera, São Paulo Zona Leste, São Paulo",1.000,54.0,1.0
leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",2.000,58.0,2.0
leste,"Rua Alves De Almeida, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.400,60.0,2.0
leste,"Avenida Antônio Diogo, Vila Ré, São Paulo Zona Leste, São Paulo",1.100,48.0,2.0
leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",1.200,40.0,1.0
leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",1.200,45.0,1.0
leste,"Rua Vinte E Nove De Outubro, Vila Matilde, São Paulo Zona Leste, São Paulo",1.700,75.0,3.0
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.530,55.0,2.0
leste,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",1.575,65.0,2.0
leste,"R. Nélio Batista Guimarães, 119 - Parque Boturussu, São Paulo - Sp, 03802-005, Brasil, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.300,70.0,2.0
leste,"Rua Sete De Outubro, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1.800,69.0,2.0
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1.000,38.0,2.0
leste,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.600,90.0,1.0
leste,"Avenida Nicolau Jacinto, Jardim Artur Alvim, São Paulo Zona Leste, São Paulo",787,56.0,2.0
leste,"Rua Alonso Calhamares, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.300,50.0,1.0
leste,"Rua Pedro Malaquias, Vila Carrão, São Paulo Zona Leste, São Paulo",1.530,65.0,3.0
leste,"Rua Curimataú, União De Vila Nova, São Paulo Zona Leste, São Paulo",1.150,100.0,3.0
leste,"Avenida Do Estado, Moóca, São Paulo Zona Leste, São Paulo",1.120,38.0,1.0
leste,"Rua Ribeira Do Pombal, Vila Silvia, São Paulo Zona Leste, São Paulo",1.000,48.0,2.0
leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.610,45.0,2.0
leste,"Rua Rosas De Maio, Altos De Vila Prudente, São Paulo Zona Leste, São Paulo",1.250,48.0,2.0
leste,"Avenida Gabriela Mistral, Penha De Franca, São Paulo Zona Leste, São Paulo",1.300,65.0,2.0
leste,"Rua Francisco Rodrigues Seckler, Vila Taquari, São Paulo Zona Leste, São Paulo",1.000,54.0,2.0
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.648,52.0,2.0
leste,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2.400,93.0,3.0
leste,"Rua Lucinda Gomes Barreto, Vila Nova Manchester, São Paulo Zona Leste, São Paulo",1.602,55.0,2.0
leste,"Rua Miguel De Cabedo, Cidade Líder, São Paulo Zona Leste, São Paulo",1.250,38.0,2.0
leste,"Rua Campo Das Pitangueiras, Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo",730,50.0,1.0
leste,"Rua Damásio Pinto, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.200,46.0,2.0
leste,"Rua Bruno Cavalcanti Feder, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.400,50.0,2.0
leste,"Rua Leopoldo De Freitas, Vila Centenário, São Paulo Zona Leste, São Paulo",1.000,35.0,1.0
leste,"Rua Rainha-da-noite, Parque Guarani, São Paulo Zona Leste, São Paulo",950,30.0,1.0
leste,"Rua Marquês Do Lavradio, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",4.000,180.0,3.0
leste,"Rua Cachoeri, Vila Oratório, São Paulo Zona Leste, São Paulo",1.530,73.0,2.0
leste,"Rua Ipanema, Moóca, São Paulo Zona Leste, São Paulo",1.200,30.0,1.0
leste,"Rua Ettore Ximenes, Vila Prudente, São Paulo Zona Leste, São Paulo",2.800,60.0,2.0
leste,"Rua Frei Agostinho De Jesus, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1.100,38.0,1.0
leste,"Rua Napagoé, Vila Califórnia, São Paulo Zona Leste, São Paulo",3.417,140.0,2.0
leste,"Rua Padre Gabriel De Campos, Conjunto Habitacional Padre Manoel Da Nóbrega, São Paulo Zona Leste, São Paulo",900,45.0,2.0
leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",824,50.0,1.0
leste,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1.400,51.0,2.0
leste,"Rua Charles King, Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",795,50.0,2.0
leste,"Rua Guilherme De Oliveira Sá, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.600,80.0,3.0
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1.751,47.0,2.0
leste,"Rua José Mascarenhas, Vila Matilde, São Paulo Zona Leste, São Paulo",1.000,33.0,1.0
leste,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",4.000,88.0,3.0
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1.500,90.0,3.0
leste,"Rua Antônio Moura Andrade, Itaquera, São Paulo Zona Leste, São Paulo",1.635,95.0,3.0
leste,"Rua Das Lobélias, Vila Bela, São Paulo Zona Leste, São Paulo",1.750,50.0,2.0
leste,"Rua Dona Ana Araújo De Paula, Vila Santa Clara, São Paulo Zona Leste, São Paulo",735,40.0,1.0
leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1.100,52.0,2.0
leste,"Rua Pérsio Azevedo, Penha De Franca, São Paulo Zona Leste, São Paulo",1.300,55.0,1.0
leste,"Rua Iolanda, Moóca, São Paulo Zona Leste, São Paulo",4.200,385.0,4.0
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1.100,43.0,1.0
leste,"Rua José Vicente Ferreira, Engenheiro Goulart, São Paulo Zona Leste, São Paulo",2.700,148.0,3.0
leste,"Rua Figueira Da Polinésia, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",500,30.0,1.0
leste,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.300,57.0,1.0
leste,"Praça Nossa Senhora Da Anunciação, Vila Guilhermina, São Paulo Zona Leste, São Paulo",1.500,52.0,2.0
