zona,enderecos_lista,aluguel,area,quartos
oeste,"Avenida Doutor Guilherme Dumont Vilares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",3.000,111.0,3.0
oeste,"Rua Artur De Azevedo, Pinheiros, São Paulo Zona Oeste, São Paulo",4.800,81.0,1.0
oeste,"Rua Roque Petrella, Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3.170,36.0,1.0
oeste,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",6.500,79.0,2.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",4.370,85.0,2.0
oeste,"Rua Itapaiuna, Jardim Morumbi, São Paulo Zona Oeste, São Paulo",7.000,160.0,3.0
oeste,"Rua Paracatu, Jardim Cláudia, São Paulo Zona Oeste, São Paulo",2.300,85.0,2.0
oeste,"Rua Venâncio Aires, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3.550,130.0,3.0
oeste,"Rua Mourato Coelho, Pinheiros, São Paulo Zona Oeste, São Paulo",4.500,65.0,2.0
oeste,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3.750,72.0,2.0
oeste,"Avenida Escola Politécnica, Jaguaré, São Paulo Zona Oeste, São Paulo",6.500,234.0,4.0
oeste,"Rua Engenheiro Jaime Rocha Pereira, City América, São Paulo Zona Oeste, São Paulo",10.000,300.0,4.0
oeste,"Rua João Ramalho, Perdizes, São Paulo Zona Oeste, São Paulo",2.500,50.0,1.0
oeste,"Rua Bergamota, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",6.310,219.0,3.0
oeste,"Avenida Das Corujas, Sumarezinho, São Paulo Zona Oeste, São Paulo",8.500,180.0,4.0
oeste,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4.900,104.0,3.0
oeste,"Rua Bazílio Da Silva, Jardim Monte Alegre, São Paulo Zona Oeste, São Paulo",1.500,55.0,2.0
oeste,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",2.400,32.0,1.0
oeste,"Rua Franz Schubert, Jardim Paulistano, São Paulo Zona Oeste, São Paulo",2.600,38.0,1.0
oeste,"Rua Maranhão, Higienópolis, São Paulo Zona Oeste, São Paulo",6.100,111.0,3.0
oeste,"Rua Euclides De Andrade, Jardim Vera Cruz, São Paulo Zona Oeste, São Paulo",3.700,47.0,1.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2.800,56.0,2.0
oeste,"Rua Melo Palheta, Água Branca, São Paulo Zona Oeste, São Paulo",2.060,50.0,2.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.366,48.0,1.0
oeste,"Rua Corcovado, Parque Residencial Da Lapa, São Paulo Zona Oeste, São Paulo",1.470,65.0,2.0
oeste,"Rua Floresto Bandecchi, Jaguaré, São Paulo Zona Oeste, São Paulo",1.341,60.0,2.0
oeste,"Rua Catão, Vila Romana, São Paulo Zona Oeste, São Paulo",2.500,62.0,1.0
oeste,"Rua Belchior De Azevedo, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.415,50.0,2.0
oeste,"Rua República Do Togo, Jardim Peri Peri, São Paulo Zona Oeste, São Paulo",2.150,78.0,3.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3.150,68.0,2.0
oeste,"Rua Manoel Gonçalves Mão Cheia, Instituto De Previdência, São Paulo Zona Oeste, São Paulo",1.350,18.0,1.0
oeste,"Rua Tucuna 603, Pompéia, São Paulo Zona Oeste, São Paulo",2.100,50.0,1.0
oeste,"Rua Barbalha, 213, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",5.000,145.0,
oeste,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.200,76.0,3.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",5.000,85.0,
oeste,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850,35.0,1.0
oeste,"Rua João Pereira Santos, Jardim Nova Germania, São Paulo Zona Oeste, São Paulo",850,35.0,1.0
oeste,"Cardoso De Almeida 840, Perdizes, São Paulo Zona Oeste, São Paulo",2.250,34.0,1.0
oeste,"Rua Doutor Osvaldo Mellone, Vila Prel, São Paulo Zona Oeste, São Paulo",1.050,30.0,1.0
oeste,"Rua Eugênio Pradez, Jardim Piracuama, São Paulo Zona Oeste, São Paulo",1.000,42.0,1.0
oeste,"Guaicurus 0000, Lapa, São Paulo Zona Oeste, São Paulo",5.900,294.0,
oeste,"Rua Itirapuã, Jardim Iracema, São Paulo Zona Oeste, São Paulo",1.050,35.0,1.0
oeste,"Rua Doutor João Batista Reimão, Jardim Bom Refúgio, São Paulo Zona Oeste, São Paulo",800,30.0,
oeste,"Jardim Novo Santo Amaro, São Paulo Zona Oeste, São Paulo",850,50.0,2.0
oeste,"Brooklin - São Paulo/sp, Rolinópolis, São Paulo Zona Oeste, São Paulo",2.750,180.0,3.0
oeste,"Jardim São Jorge (raposo Tavares), São Paulo Zona Oeste, São Paulo",7.500,300.0,
oeste,"Rua Pensilvânia,
                114, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",10.000,178.0,4.0
oeste,"Rua Mergenthaler, 1001, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",359.240,7800.0,
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",20.000,550.0,
oeste,"Rua Mergenthaler, 1001, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",51.450,1470.0,
oeste,"Butantã - São Paulo/sp, Butantã, São Paulo Zona Oeste, São Paulo",8.000,300.0,
oeste,"Avenida Dr. Gastão Vidigal, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",169.000,4536.0,
oeste,"Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1.700,55.0,1.0
oeste,"Avenida Queiroz Filho, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",1.800,45.0,
oeste,"Jardim Colombo, São Paulo Zona Oeste, São Paulo",3.100,140.0,4.0
oeste,"Rua Doutor Osvaldo Mellone, Vila Prel, São Paulo Zona Oeste, São Paulo",1.150,35.0,1.0
oeste,"Jardim Casablanca, São Paulo Zona Oeste, São Paulo",1.500,49.0,2.0
oeste,"Rua Marechal Hastinfilo De Moura,
                338 -, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.700,140.0,3.0
oeste,"Rua Doutor João Batista Reimão, Jardim Bom Refúgio, São Paulo Zona Oeste, São Paulo",900,30.0,
oeste,"Avenida Rangel Pestana, Jardim Brasília, São Paulo Zona Oeste, São Paulo",1.130,58.0,1.0
oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",1.746,28.0,1.0
oeste,"Rua Dos Vitoriosos 63, Anhanguera, São Paulo Zona Oeste, São Paulo",1.700,200.0,
oeste,"Rua Fortunato Ferraz, Vila Anastácio, São Paulo Zona Oeste, São Paulo",1.700,49.0,2.0
oeste,"Rua Caetanópolis, Jaguaré, São Paulo Zona Oeste, São Paulo",1.980,80.0,3.0
oeste,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.600,30.0,1.0
oeste,"Avenida Higienopolis, 701, Higienópolis, São Paulo Zona Oeste, São Paulo",5.000,148.0,3.0
oeste,"Vila Madalena, São Paulo Zona Oeste, São Paulo",5.000,70.0,2.0
oeste,"Avenida Corifeu De Azevedo Marques, Vila Lageado, São Paulo Zona Oeste, São Paulo",1.200,44.0,1.0
oeste,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.100,37.0,1.0
oeste,"Rua Moacir Trancoso, Água Branca, São Paulo Zona Oeste, São Paulo",1.000,35.0,1.0
oeste,"Rua Eusébio De Paula Marcondes, Jardim D Abril, São Paulo Zona Oeste, São Paulo",1.100,60.0,2.0
oeste,"Rua Floresto Bandecchi, Jaguaré, São Paulo Zona Oeste, São Paulo",1.160,49.0,2.0
oeste,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.800,45.0,1.0
oeste,"Av. Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.100,67.0,2.0
oeste,"Rua Gastão Do Rego Monteiro, Jardim Bonfiglioli, São Paulo Zona Oeste, São Paulo",1.860,127.0,3.0
oeste,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",2.200,40.0,2.0
oeste,"Rua Delfina, Vila Madalena, São Paulo Zona Oeste, São Paulo",6.500,64.0,2.0
oeste,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",990,20.0,1.0
oeste,"Rua Schilling, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.200,35.0,1.0
oeste,"Rua Paulo Ribeiro Da Luz, Vila Gomes, São Paulo Zona Oeste, São Paulo",830,20.0,1.0
oeste,"Rua Inácio Manuel Álvares, Jardim Ester, São Paulo Zona Oeste, São Paulo",1.800,66.0,2.0
oeste,"Rua Abadia Dos Dourados, Vila Indiana, São Paulo Zona Oeste, São Paulo",1.000,20.0,1.0
oeste,"Rua Nanuque, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.320,84.0,1.0
oeste,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1.442,60.0,3.0
oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.400,33.0,1.0
oeste,"Rua Doutor Oscar Monteiro De Barros, Vila Suzana, São Paulo Zona Oeste, São Paulo",3.000,156.0,3.0
oeste,"Rua João Veloso De Oliveira, Parque São Domingos, São Paulo Zona Oeste, São Paulo",995,42.0,2.0
oeste,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.200,18.0,1.0
oeste,"Rua Karl Richter, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.445,186.0,3.0
oeste,"Avenida Diógenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.020,43.0,1.0
oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.760,45.0,2.0
oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2.100,30.0,1.0
oeste,"Rua Antônio De Mariz, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.000,98.0,2.0
oeste,"Rua Barcelona, Jaguaré, São Paulo Zona Oeste, São Paulo",1.400,65.0,1.0
oeste,"Avenida Imperatriz Leopoldina, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000,49.0,2.0
oeste,"Rua José Pinto Antunes, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.600,150.0,3.0
